age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed,votechoice,vote_liberal
33,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes,Don't know/ Prefer not to answer,0
39,Male,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes,Bloc Québécois,0
73,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,English only,No,Liberal Party,1
71,Male,"$100,000 to $ 124,999",Quebec,Bachelor's degree,No,Has a partner,Both English and French,No,ndp,0
23,Male,"$75,000 to $99,999",British Columbia,Above bachelor,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
70,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,No,Liberal Party,1
60,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Liberal Party,1
69,Male,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
61,Male,"$75,000 to $99,999",Alberta,College or certificate,Yes,Single,English only,Yes,Green Party,0
52,Female,"$25,000 to $49,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,ndp,0
20,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,Both English and French,No,ndp,0
43,Female,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,ndp,0
32,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
20,Male,"Less than $25,000",British Columbia,High school diploma,Yes,Single,English only,No,Green Party,0
76,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
26,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,Yes,ndp,0
67,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,No,ndp,0
58,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Single,English only,No,Green Party,0
30,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
55,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
60,Female,"Less than $25,000",British Columbia,College or certificate,Yes,Single,English only,No,Green Party,0
37,Female,"$125,000 and more",Ontario,High school diploma,Yes,Single,English only,No,Conservative Party,0
41,Female,"$50,000 to $74,999",Alberta,College or certificate,No,Single,English only,Yes,Liberal Party,1
38,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
41,Male,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
37,Female,"$100,000 to $ 124,999",British Columbia,College or certificate,Yes,Single,English only,Yes,ndp,0
55,Male,"$100,000 to $ 124,999",British Columbia,Above bachelor,Yes,Has a partner,English only,Yes,ndp,0
27,Male,"$25,000 to $49,999",New Brunswick,High school diploma,No,Has a partner,English only,Yes,People's Party,0
74,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
52,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,No,People's Party,0
59,Male,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,Green Party,0
47,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Green Party,0
69,Male,"$25,000 to $49,999",Saskatchewan,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
78,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,No,Liberal Party,1
24,Male,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
45,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
61,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,French only,Yes,Liberal Party,1
70,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Bloc Québécois,0
30,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,No,Has a partner,Both English and French,Yes,ndp,0
25,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
32,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,ndp,0
69,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,No,Liberal Party,1
52,Male,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
52,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes,ndp,0
40,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,Both English and French,Yes,Liberal Party,1
18,Female,"Less than $25,000",Alberta,High school diploma,Yes,Has a partner,English only,Yes,Green Party,0
31,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,French only,No,Conservative Party,0
36,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
51,Female,"$100,000 to $ 124,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
55,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
43,Female,"$100,000 to $ 124,999",Manitoba,College or certificate,No,Single,English only,Yes,Don't know/ Prefer not to answer,0
33,Female,"$100,000 to $ 124,999",Saskatchewan,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
45,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
57,Female,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
68,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,French only,No,Conservative Party,0
23,Male,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Single,French only,Yes,ndp,0
63,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,Both English and French,No,Conservative Party,0
26,Male,"$25,000 to $49,999",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes,People's Party,0
39,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,ndp,0
41,Female,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
70,Male,"$50,000 to $74,999",Ontario,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
56,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
42,Female,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,French only,Yes,Bloc Québécois,0
46,Female,"$100,000 to $ 124,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
32,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes,ndp,0
21,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Single,English only,No,Green Party,0
51,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
66,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,No,Conservative Party,0
22,Male,"$100,000 to $ 124,999",Alberta,College or certificate,Yes,Single,English only,No,ndp,0
67,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,No,Conservative Party,0
99,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
51,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
45,Female,"$125,000 and more",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
28,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,Yes,Bloc Québécois,0
38,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
38,Female,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
77,Male,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
51,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,Both English and French,No,Green Party,0
27,Female,"$50,000 to $74,999",Manitoba,Above bachelor,Yes,Has a partner,English only,Yes,ndp,0
51,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
32,Female,"$125,000 and more",Quebec,Above bachelor,Yes,Single,French only,No,Bloc Québécois,0
39,Male,"$50,000 to $74,999",Alberta,Above bachelor,Yes,Has a partner,Neither English nor French,Yes,Conservative Party,0
35,Female,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Liberal Party,1
34,Male,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,Yes,Bloc Québécois,0
59,Female,"$75,000 to $99,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes,ndp,0
76,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
45,Female,"Less than $25,000",Alberta,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
48,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes,Conservative Party,0
55,Female,"$125,000 and more",British Columbia,Less than high school,Yes,Has a partner,English only,No,Conservative Party,0
60,Male,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
28,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
45,Female,"Less than $25,000",Ontario,High school diploma,Yes,Has a partner,English only,No,ndp,0
59,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
51,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes,Conservative Party,0
27,Female,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
72,Male,"$25,000 to $49,999",Ontario,Above bachelor,Yes,Has a partner,English only,No,Conservative Party,0
71,Male,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
51,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Bloc Québécois,0
65,Female,"Less than $25,000",Saskatchewan,Above bachelor,Yes,Has a partner,English only,Yes,Conservative Party,0
69,Female,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Conservative Party,0
48,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No,ndp,0
32,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
53,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Single,English only,Yes,Green Party,0
69,Male,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
56,Male,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No,Conservative Party,0
35,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,ndp,0
62,Female,"$25,000 to $49,999",Manitoba,High school diploma,Yes,Has a partner,English only,No,ndp,0
37,Female,"$75,000 to $99,999",Manitoba,College or certificate,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
70,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,Both English and French,No,ndp,0
54,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
36,Female,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,French only,No,ndp,0
52,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes,ndp,0
64,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,Neither English nor French,Yes,Conservative Party,0
52,Male,"$50,000 to $74,999",Saskatchewan,Bachelor's degree,Yes,Single,English only,Yes,Conservative Party,0
47,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
54,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
30,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Single,English only,No,ndp,0
71,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Bloc Québécois,0
19,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
41,Female,"$125,000 and more",Manitoba,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
29,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes,Bloc Québécois,0
65,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes,Don't know/ Prefer not to answer,0
73,Male,"Less than $25,000",British Columbia,High school diploma,Yes,Single,English only,No,Conservative Party,0
39,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
28,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,ndp,0
50,Male,"$75,000 to $99,999",Quebec,Above bachelor,Yes,Has a partner,French only,Yes,Bloc Québécois,0
28,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
41,Male,"$75,000 to $99,999",Saskatchewan,College or certificate,Yes,Has a partner,Both English and French,Yes,Don't know/ Prefer not to answer,0
18,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,No,Conservative Party,0
42,Female,"$50,000 to $74,999",Saskatchewan,High school diploma,Yes,Has a partner,English only,Yes,Green Party,0
42,Male,"$50,000 to $74,999",Saskatchewan,Above bachelor,Yes,Has a partner,English only,Yes,Conservative Party,0
23,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
47,Male,"$125,000 and more",Saskatchewan,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
67,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No,Bloc Québécois,0
28,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes,Liberal Party,1
45,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Conservative Party,0
29,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,Both English and French,Yes,ndp,0
70,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Bloc Québécois,0
70,Female,"$50,000 to $74,999",Alberta,Less than high school,Yes,Single,English only,Yes,Conservative Party,0
60,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Single,English only,Yes,ndp,0
41,Female,"$125,000 and more",Saskatchewan,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Don't know/ Prefer not to answer,0
36,Male,"$125,000 and more",Saskatchewan,Above bachelor,Yes,Has a partner,English only,Yes,ndp,0
34,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
62,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Green Party,0
53,Male,"$75,000 to $99,999",Ontario,Less than high school,Yes,Single,English only,No,ndp,0
67,Male,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,English only,No,Green Party,0
39,Male,"$125,000 and more",British Columbia,Less than high school,Yes,Has a partner,English only,Yes,Conservative Party,0
